epoch,accuracy,loss
0,0.4533333333333333,1.545541615486145
1,0.6066666666666667,0.7968312064806621
2,0.7266666666666667,0.5421132604281108
3,0.68,0.7355671946207682
4,0.82,0.46650711218516033
5,0.7066666666666667,0.4904508686065674
6,0.86,0.41572423338890074
7,0.6866666666666666,0.6195071224371592
8,0.9333333333333333,0.3706407622496287
9,0.98,0.32676909645398455
10,0.8066666666666666,0.41107513507207233
11,0.9333333333333333,0.30949746251106264
12,0.92,0.29474530657132464
13,0.92,0.2808462921778361
14,0.7266666666666667,0.4994220026334127
15,0.8666666666666667,0.29750554939111074
16,0.7533333333333333,0.5235425941149394
17,0.7533333333333333,0.44299651304880777
18,0.9266666666666666,0.31278164585431417
19,0.9533333333333334,0.26862717906634015
20,0.8066666666666666,0.36506402333577476
21,0.7533333333333333,0.4203192337354024
22,0.8666666666666667,0.30741894443829854
23,0.9133333333333333,0.24366931935151417
24,0.8333333333333334,0.30902584195137023
25,0.7466666666666667,0.4269767453273137
26,0.8333333333333334,0.3080803656578064
27,0.84,0.3434422540664673
28,0.9733333333333334,0.19689887285232544
29,0.92,0.22305382212003072
30,0.7866666666666666,0.35162493467330935
31,0.9666666666666667,0.16578962246576945
32,0.9666666666666667,0.17687734246253967
33,0.8466666666666667,0.28757018615802127
34,0.9333333333333333,0.21975679079691568
35,0.7333333333333333,1.0657504586378734
36,0.88,0.35936715006828307
37,0.8466666666666667,0.3567945150534312
38,0.9533333333333334,0.3222736076513926
39,0.9466666666666667,0.30555609703063963
40,0.9666666666666667,0.27049462000528973
41,0.9,0.26719418485959373
42,0.9733333333333334,0.22426649332046508
43,0.8066666666666666,0.3825529440244039
44,0.96,0.20997203250726065
45,0.9,0.23263049085934956
46,0.84,0.29372226059436796
47,0.9133333333333333,0.21127243558565775
48,0.72,0.4751153083642324
49,0.9466666666666667,0.193324556350708
50,0.9266666666666666,0.17926090955734253
51,0.7933333333333333,0.3892920223871867
52,0.9733333333333334,0.15380163570245106
53,0.9266666666666666,0.15894429157177606
54,0.92,0.1843538303176562
55,0.9133333333333333,0.19418636878331502
56,0.8066666666666666,0.3829952011505763
57,0.9066666666666666,0.18537461777528128
58,0.96,0.14521616836388906
59,0.9,0.21484311580657958
60,0.84,0.33615233302116393
61,0.9333333333333333,0.17179515242576598
62,0.92,0.24783763070901235
63,0.96,0.12485085795323055
64,0.8933333333333333,0.232970499197642
65,0.9,0.24280652860800425
66,0.9533333333333334,0.12942645192146301
67,0.9333333333333333,0.1644490909576416
68,0.9466666666666667,0.15774140934149425
69,0.9266666666666666,0.1650565494100253
70,0.9333333333333333,0.14228867948055268
71,0.94,0.12565779735644658
72,0.96,0.12179189418752988
73,0.98,0.10226267099380493
74,0.8466666666666667,0.31088159799575804
75,0.96,0.13128883083661397
76,0.9533333333333334,0.14482234021027882
77,0.8533333333333334,0.33210410197575885
