epoch,accuracy,loss
0,0.18666666666666668,1.0993013763427735
1,0.17333333333333334,1.0990200281143188
2,0.16,1.0989694690704346
3,0.20666666666666667,1.098798213005066
4,0.24666666666666667,1.0987394269307453
5,0.26,1.098893527984619
6,0.3333333333333333,1.0988599840799969
7,0.28,1.0987421862284343
8,0.28,1.0986482795079549
9,0.3333333333333333,1.0983254496256512
10,0.38666666666666666,1.0982278966903687
11,0.3333333333333333,1.0977211062113443
12,0.3333333333333333,1.0975152444839478
13,0.48,1.0976083374023438
14,0.36666666666666664,1.0979692157109577
15,0.36,1.0969451491038005
16,0.3333333333333333,1.0970436461766562
17,0.3333333333333333,1.0963207499186198
18,0.3333333333333333,1.0958641036351522
19,0.3333333333333333,1.096165542602539
20,0.3333333333333333,1.095628498395284
21,0.3333333333333333,1.0958249266942341
22,0.3333333333333333,1.0952691380182902
23,0.3466666666666667,1.0951160558064779
24,0.3333333333333333,1.0950789388020834
25,0.3333333333333333,1.0948857831954957
26,0.32666666666666666,1.0950565163294474
27,0.3333333333333333,1.0947703727086384
28,0.38666666666666666,1.0955301968256632
29,0.41333333333333333,1.0952350695927937
30,0.3333333333333333,1.0949039522806803
31,0.35333333333333333,1.094921916325887
32,0.35333333333333333,1.094724367459615
33,0.3333333333333333,1.0946307977040608
34,0.38666666666666666,1.0944996150334676
35,0.44,1.094070283571879
36,0.36,1.0941092777252197
37,0.4266666666666667,1.094305599530538
38,0.34,1.0939861090977987
39,0.38666666666666666,1.0938355731964111
40,0.47333333333333333,1.093853677113851
41,0.36,1.0939728371302286
42,0.4266666666666667,1.094038912455241
43,0.35333333333333333,1.0936878204345704
44,0.41333333333333333,1.0935668516159058
45,0.34,1.0935237391789754
46,0.41333333333333333,1.0938361167907715
47,0.42,1.0934116633733113
48,0.38666666666666666,1.0935143518447876
49,0.3333333333333333,1.0932776848475139
50,0.44,1.0934071048100789
51,0.44,1.0931289386749268
52,0.4,1.093272557258606
53,0.3466666666666667,1.0928830909729004
54,0.48,1.0928732776641845
