epoch,accuracy,loss
0,0.3333333333333333,1.2653000720342
1,0.3333333333333333,1.1639503145217895
2,0.3333333333333333,1.1233128881454468
3,0.2866666666666667,1.1086506589253744
4,0.24666666666666667,1.1046042267481486
5,0.2733333333333333,1.1036301231384278
6,0.26,1.1006159861882527
7,0.2866666666666667,1.1032120513916015
8,0.2733333333333333,1.1032533343633015
9,0.25333333333333335,1.1017293246587117
10,0.3333333333333333,1.1033450635274251
11,0.2733333333333333,1.1012430175145467
12,0.35333333333333333,1.1003735971450805
13,0.22666666666666666,1.1004352649052938
14,0.29333333333333333,1.1006728823979695
15,0.30666666666666664,1.1023673152923583
16,0.28,1.1003600279490153
17,0.3333333333333333,1.1031843900680542
18,0.29333333333333333,1.101654478708903
19,0.32,1.1018235810597738
20,0.26,1.1013786872227986
21,0.26,1.103053363164266
22,0.29333333333333333,1.1020514885584514
23,0.3333333333333333,1.1007796494166056
24,0.29333333333333333,1.100942187309265
25,0.31333333333333335,1.102834423383077
26,0.28,1.102413535118103
27,0.3333333333333333,1.099848566055298
28,0.26666666666666666,1.1027494351069131
29,0.24,1.1006741650899252
30,0.30666666666666664,1.0992310953140259
31,0.2733333333333333,1.1004457314809164
32,0.32666666666666666,1.0987738625208536
33,0.31333333333333335,1.1003469912211101
34,0.2866666666666667,1.1008280007044475
35,0.3333333333333333,1.1024650430679321
36,0.36666666666666664,1.1000184361139933
37,0.36666666666666664,1.0998536856969197
38,0.2866666666666667,1.0996346044540406
39,0.26,1.1009927558898926
40,0.38,1.0997326707839965
41,0.32666666666666666,1.1008178408940632
42,0.34,1.100846028327942
43,0.2733333333333333,1.099584600130717
44,0.30666666666666664,1.0996169821421304
45,0.32666666666666666,1.0992402664820353
46,0.28,1.0989960718154907
47,0.28,1.1006016461054484
48,0.3333333333333333,1.0996668736139934
49,0.31333333333333335,1.0995519256591797
50,0.31333333333333335,1.1012657101949055
51,0.3333333333333333,1.0999450397491455
52,0.32,1.1009302504857381
53,0.3333333333333333,1.1002210966746013
54,0.29333333333333333,1.0980173667271933
55,0.3333333333333333,1.097342972755432
56,0.29333333333333333,1.102162233988444
57,0.3333333333333333,1.0980581331253052
58,0.43333333333333335,1.0999569082260132
59,0.35333333333333333,1.0975321451822917
60,0.32,1.0992226759592691
61,0.3333333333333333,1.0978347539901734
62,0.3333333333333333,1.0978534523646037
63,0.4266666666666667,1.0963455979029337
64,0.41333333333333333,1.0966963879267375
65,0.28,1.0976566902796427
66,0.34,1.0969066127141316
67,0.26666666666666666,1.098455664316813
68,0.42,1.0964467668533324
69,0.3333333333333333,1.0983719905217488
70,0.3466666666666667,1.0984369707107544
71,0.35333333333333333,1.0962955156962078
72,0.36,1.0970041179656982
73,0.3933333333333333,1.0982173426946005
74,0.32666666666666666,1.0985622485478719
75,0.25333333333333335,1.09871249516805
76,0.3333333333333333,1.0976382478078206
77,0.28,1.0952948633829753
78,0.3333333333333333,1.0961760902404785
79,0.48,1.093926847775777
80,0.3933333333333333,1.097556732495626
81,0.44,1.0952543242772421
82,0.42,1.0944896618525186
83,0.3333333333333333,1.0946969445546468
84,0.38666666666666666,1.0959946886698404
85,0.26,1.0983846362431844
86,0.4533333333333333,1.0940417051315308
87,0.3933333333333333,1.0955773607889812
88,0.47333333333333333,1.0936934693654379
89,0.37333333333333335,1.0924947929382325
90,0.37333333333333335,1.093408737182617
91,0.5733333333333334,1.0924286635716756
92,0.3933333333333333,1.0927055851618448
93,0.4266666666666667,1.09616046110789
94,0.43333333333333335,1.093923594156901
95,0.3933333333333333,1.0935982179641723
96,0.46,1.0924529536565144
97,0.3333333333333333,1.1003259452184042
98,0.5466666666666666,1.0928431558609009
99,0.42,1.093270058631897
100,0.36666666666666664,1.0936899487177532
101,0.36666666666666664,1.0913855012257894
102,0.31333333333333335,1.0929220120112102
103,0.3466666666666667,1.0938812430699667
104,0.3466666666666667,1.0925069681803385
105,0.3333333333333333,1.0898949241638183
106,0.34,1.0915506426493327
107,0.5733333333333334,1.0910375038782756
108,0.3333333333333333,1.089569845199585
109,0.4266666666666667,1.0894125191370647
110,0.3333333333333333,1.0902663199106852
111,0.5133333333333333,1.088250805536906
112,0.5133333333333333,1.0903461519877116
113,0.52,1.0888136720657349
114,0.5466666666666666,1.0874697319666544
115,0.38666666666666666,1.087172385851542
116,0.49333333333333335,1.0875179370244343
117,0.4866666666666667,1.0852984189987183
118,0.36666666666666664,1.0880229266484578
